brand,model,version,price,kilometraje,cylinder,city,region,year,fuel_type,transmission,doors,plate,description,only_owner,never_bumped,checked_maintenance,state
HONDA,CR-V,,9500000,175301,,Santiago,13,2014,,,,GPLG39,"La Honda CR-V 2.4 LXS Smart Aut. ofrece comodidad y tecnología avanzada. Cuenta con asientos de cuero, volante multifunción ajustable, sistema de entretenimiento con pantalla táctil, sistema de audio premium, cámara de retroceso, climatizador automático, control de crucero, llave inteligente, encendido por botón, control de estabilidad, frenos ABS, asistencia de frenado, sensor de punto ciego, luces LED, y múltiples airbags para una conducción segura.3 Meses de Garantia. Credito desde 20% de pie. Pago contado. Tarjetas debito, credito.",,,,1
CHEVROLET,ONIX,,7990000,73000,,Las Condes,13,2019,,,,LRPW84,,,,,1
AUDI,A3,,13800000,101280,,Vitacura,13,2014,,,,GSLY57,"la Audi A3 1.4 TFSI Stronic Aut. brinda lujo y rendimiento deportivo. Incluye tapicería de cuero, asientos delanteros con ajuste eléctrico, climatizador automático, sistema de sonido premium, pantalla MMI, conectividad Bluetooth, control de crucero, volante multifunción, dirección asistida, sensor de lluvia, luces LED, llantas de aleación, control de tracción, sensores de estacionamiento delanteros y traseros, cámara de retroceso y airbags frontales y laterales.3 Meses de Garantia. Credito desde 20% de pie. Pago contado. Tarjetas debito, credito. ",,,,1
JAC,JS2,,7990000,18500,,Cerrillos,13,2023,,,,SJSR42,,,,,1
JAC,S3,,8000000,67200,,Vitacura,13,2019,,,,LGGT35,"JAC Grand S3 1.6 4x2 Mec. ofrece comodidad y tecnología en un diseño versátil. Incluye aire acondicionado, dirección asistida, vidrios eléctricos, espejos eléctricos, sistema de audio con pantalla táctil, conectividad Bluetooth y USB, cámara de retroceso, frenos ABS, airbags frontales, volante multifunción, entrada sin llave, alarma, rieles de techo, llantas de aleación, faros antiniebla, sensor de estacionamiento trasero y sistema de anclaje para asientos infantiles.3 Meses de Garantia. Credito desde 20% de pie. Pago contado. Tarjetas debito, credito.",,,,1
SKODA,OCTAVIA,,17990000,42000,,Las Condes,13,2019,,,,KVRK93,"COMANDOS AL VOLANTE

・ CONTROL CRUCERO

・ APPLE CARPLAY

・ ANDROID AUTO

・ RADIO BLUETOOTH

・ USB

・ CÁMARA TRASERA

・ SENSORES DE ESTACIONAMIENTO

・ CLIMATIZADOR BI ZONA

・ MODOS DE CONDUCCIÓN

・ ESPEJOS RETROVISORES ABATIBLES CON DEFROSTER

・ ALZAVIDRIOS ELÉCTRICOS

・ TECHO PANORÁMICO",,,,1
PORSCHE,MACAN,,32600000,101900,,La Serena,4,2018,,,,BBBB13,,,,,1
CITROEN,C3,,13690000,27000,,Vitacura,13,2023,,,,STVD20,,,,,1
FORD,EXPLORER,,29900000,56000,,La Serena,4,2019,,,,BBBB12,,,,,1
NISSAN,NP300,,12990000,81210,,Puerto Montt,10,2019,,,,LGLW42,"NISSAN NAVARA SE 4X4 AÑO:2019
✅Diésel
✅81.210 Km
✅Caja de cambio sexta
✅Aire acondicionado
✅Full equipo
✅Excelentes Condiciones
💰Financiamiento
✅Pie Mínimo desde $5.200.000
✅Valor del vehiculo: $12.990.000.-

Requisitos para creditos:
🚫No tener Dicom
💸Renta mayor a $650.000
📌Edad minima de 24 años para postular.
📌Antiguedad laboral minima de 1 año.

Llamar o WhatsApp ©️
📲 +569 44145044 Orlando.
📲+569 4997 4067 Catalina.
📲 +56 9 28604342 Felipe.
🏣Visítanos
📍Av. Ejército 36 Puerto Montt.",True,,,1
FORD,TERRITORY,,20490000,6330,,La Serena,4,2023,,,,BBBB08,,,,,1
M. BENZ,C,,12500000,171000,,Macul,13,2014,,,,RAAR27,,,,,1
M. BENZ,GLE,,27590000,104000,,La Serena,4,2016,,,,BBBB06,,,,,1
VOLKSWAGEN,GOL,,4990000,77000,,Las Condes,13,2014,,,,GKTD43,,,,,1
FORD,F-150,,29490000,142000,,La Serena,4,2018,,,,BBBB04,,,,,1
CHEVROLET,N300,,34990000,241000,,Chaitén,10,2019,,,,RRRR40,,,,,1
SUBARU,FORESTER,,13690000,133000,,La Serena,4,2017,,,,BBBB02,,,,,1
LAND ROVER,RANGE ROVER VELAR,,34990000,71000,,Chaitén,10,2019,,,,RRRR45,,,,,1
MINI,PACEMAN,,16490000,77000,,Las Condes,13,2016,,,,HPFT48,,,,,1
CHEVROLET,SILVERADO,"CC 5,3 LTS. CAMIONETA DOBLE CABINA 4P. AT10 4X4",33480000,86920,5.3,Vitacura,13,2021,gasolina,automatico,4,PSST15,"Camioneta en impecable estado, full equipo, automático, versión SILVERADO DCAB 5.3 Z71 4WD AT TRAIL BOSS, cuero, sunroof, climatizador bizona, 4WD, sensor de retroceso, GPS, cámara de retroceso, asientos calefaccionados, apertura automática de portalón, bluetooth, Car Play, Android Auto, bencina, único dueño.

 

** Recibimos tu vehículo en parte de pago
** Financiamiento Automotriz
** Pago con tarjetas de crédito",True,True,,1
NISSAN,SENTRA,"2,0 DOHC SEDÁN 4P. T/M MOTOR OTTO",11490000,53709,2.0,Puente Alto,13,2019,gasolina,mecanico,5,KWBT72,"Marca: NISSAN 
Modelo: SENTRA
Motor: 2.0 c.c.
Transmisión: Mecánica
Año: 2019
Combustible: Gasolina 
Kilometraje: 53.709

Equipamiento: 
Sunroof Eléctrico 
Sócalos de Fibra de Vidrio 
Tapas de espejo de Fibra de Carbono 
Alerón de Fibra 
Focos Modificados con Secuenciales 
Smart Key (2 Originales)
Botón de encendido 
Tapiz Tela 
Inmovilizador de Motor 
Radio de 9 Pulgadas Android 
2 cabeceras pasajeros de 7 Pulgadas 
GPS Con Plataforma 
Sensores de Retroceso
Control al Volante
Air Bag Fontales 
Aire Acondicionado 
Cierre Centralizado 
Apertura de puerta con Huella  
Alarma Original 
Alzavidrios Eléctricos  
Espejos Eléctricos 
Llantas Aleación Aro 18 

Documentos al día Permiso de circulación pagado el Total 
        Sin Partes ni Multas llegar y Transferir",,True,,1
PORSCHE,MACAN,,37490000,60000,,Las Condes,13,2018,,,,KPDR16,,,,,1
MITSUBISHI,L-200,,13690000,71012,,Puerto Montt,10,2020,,,,PGLY77,"MITSUBISHI L200 KATANA CRM 4X4- AÑO:2020
✅Diésel
✅71.012 km
✅Caja de cambios sexta
✅Aire acondicionado
✅Único Dueño
✅Full equipo
✅Excelentes Condiciones
💰Financiamiento
✅Pie Mínimo desde: $5.500.000.-
✅Valor vehículos: $13.690.000

Llamar o WhatsApp ©️
📲 +56 9 4414 5044 Orlando.
📲 +569 4997 4067 Catalina.
📲 +56 9 28604342 Felipe.",,,,1
TOYOTA,HILUX,,10490000,217510,,Puerto Montt,10,2012,,,,DVPW77,"TOYOTA HILUX 4X4- AÑO:2012
✅Diésel
✅217.510 km
✅Caja de cambios sexta
✅Aire acondicionado
✅Único Dueño
✅Full equipo
✅Excelentes Condiciones

✅Valor vehículos: $10.490.000

Llamar o WhatsApp ©️
📲 +56 9 4414 5044 Orlando.
📲 +569 4997 4067 Catalina.
📲 +56 9 28604342 Felipe.

Requisitos para creditos:
🚫No tener Dicom
💸Renta mayor a $650.000
📌Edad minima de 24 años para postular.
📌Antiguedad laboral minima de 1 año.

🏣Visítanos
📍Av. Ejército 36 Puerto Montt.",,,,1
SSANGYONG,NEW REXTON,,15550000,119000,,Macul,13,2018,,,,RAAR03,"Station Wagon
Año 2018
Diesel
Mecánica
Cámara retroceso
sensor retroceso
Radio con Pantalla
3 Corridas Asiento
Mantenciones al día
119.xxx KMS
Full equipo",,,,1
AUDI,A3,"1,2 LTS. TFSI HATCHBACK 5P",750000,145000,1.2,Rancagua,6,2012,gasolina,automatico,3,XXXC01,"VEHICULO EN EXCELENTE ESTADO, 1.2 TURBO, CAJA SPORT AUTOMATICO, BT, MODELO FULL EQUIPO, AIRE ACONDICIONADO, CONTROL AL VOLANTE, 1.4 BENCINERO ECONOMICO.",,,,1
HYUNDAI,ACCENT,,10490000,23100,,Cerrillos,13,2022,,,,RZCY62,,,,,1
CHERY,FULWIN 2,,4990000,55400,,Cerrillos,13,2017,,,,JJTB71,,,,,1
MG,ZS,,10290000,27200,,Cerrillos,13,2022,,,,SBDS15,,,,,1
NISSAN,NAVARA,(D23) DC 2.3 HO AT 4X4,37990000,11000,2.3,Concepción,8,2024,diesel,automatico,4,TFZL37,"CAMIONETA CON IVA, CONTACTAME +569-57656704, MI NOMBRE ES LUIS ARAVENA",True,,,1
FORD,F-150,,27000000,72000,,Vitacura,13,2019,,,,LHBS45,"La FORD F150 5.0 4X4 XLT AUT. cuenta con un potente motor V8 de 5.0 litros y transmisión automática, ofreciendo un rendimiento robusto. Su interior es amplio y cómodo, con asientos de tela, sistema de infoentretenimiento con pantalla táctil, conectividad Bluetooth y un sistema de audio de calidad. Además, incluye características de seguridad como cámara de reversa, control de tracción y múltiples airbags, asegurando una experiencia de conducción segura y confiable.3 Meses de Garantia. Credito desde 20% de pie. Pago contado. Tarjetas debito, credito",True,,,1
HYUNDAI,I30,,12490000,73000,,Las Condes,13,2019,,,,KXYX94,,,,,1
VOLKSWAGEN,BORA,"2,0 SOHC SEDÁN 4P. T/A MOTOR CBP OTTO",4990000,123180,2.0,Los Ángeles,8,2011,gasolina,automatico,4,DJJK81,,,,,1
CHERY,TIGGO 7 PRO,1.6T DCT,13990000,20000,1.5,Concepción,8,2023,gasolina,automatico,5,SJRZ59,"Recién llegado a Difor Local Nissan Paicaví 1730, esquina Brasil Concepción, mi nombre es Luis Aravena Asesor de Ventas Seminuevos Difor, contáctame al wasap +569-57656704.",True,,,1
KIA,OPTIMA,,8000000,161000,,Vitacura,13,2012,,,,DKTJ33,"La KIA MOTORS OPTIMA 2.4 AUT. ofrece un motor eficiente y una transmisión automática suave, brindando una conducción placentera. Su interior es elegante y espacioso, con asientos de cuero, climatizador automático y un sistema de infoentretenimiento con pantalla táctil. Además, cuenta con conectividad Bluetooth, cámara de reversa y un sistema de audio de alta calidad. En términos de seguridad, incluye frenos ABS, control de estabilidad y múltiples airbags para mayor protección.3 Meses de Garantia. Credito desde 20% de pie. Pago contado. Tarjetas debito, credito. ",,,,1
SUZUKI,ERTIGA,,10690000,55000,,Lo Barnechea,13,2021,,,,YYYY00,,,,,1
PEUGEOT,301,"HDI 92 HP 1,6 LTS. SEDÁN 4P. T/M DIÉSEL",8990000,131535,1.6,Los Ángeles,8,2021,diesel,mecanico,4,PRDD26,,,True,,1
HONDA,CIVIC,"1,8 LTS. SOHC COUPÉ 2P. T/A MOTOR OTTO",14490000,105000,1.8,Las Condes,13,2016,gasolina,automatico,3,HSCX49,"BUENISIMO...!!
8 AIRBAG
CRUCERO
SUNROOF
MANOS LIBRES
ECON
START STOP ENGINE
CLIMATIZADOR
CONTROL DE ESTABILIDAD
KEYLESS
NEBLINEROS
RECIBO VEHICULO EN PARTE DE PAGO
CREDITOS AUTOMOTRIZ
TARJETAS DE CREDITO
SEGUROS AUTOMOTRIZ
TRAMITES NOTARIALES Y DIGITALES
WWW.AUTOMOTIVECONSULTING.CL",,True,,1
JEEP,GRAND CHEROKEE,L LAREDO 3.6L 4X2,9990000,194395,3.6,Los Ángeles,8,2014,gasolina,automatico,5,GRWJ94,,,,,1
KIA,CERATO,,9900000,88000,,Macul,13,2017,,,,RAAR24,,,,,1
CHANGAN,UNI-T,,18900000,25000,,Vitacura,13,2023,,,,SZCH98,"La CHANGAN UNIT 1.5 TURBO AUT. viene con motor 1.5 litros turbo, transmisión automática, sistema de infoentretenimiento con pantalla táctil, conectividad Bluetooth, Apple CarPlay y Android Auto, cámara de reversa, sensores de estacionamiento, aire acondicionado automático, control de crucero, volante multifuncional, asientos de cuero, vidrios y espejos eléctricos, llantas de aleación, frenos ABS, control de estabilidad, airbags frontales y laterales, y sistema de acceso sin llave. 3 Meses de Garantia. Credito desde 20% de pie. Pago contado. Tarjetas debito, credito. ",True,,,1
VOLVO,XC70,"D5 2,4 LTS. STATION WAGON 5P. T/A 4X4 DIÉSEL",9990000,241307,2.4,Ñuñoa,13,2013,diesel,automatico,5,FGBL37,"EN BUENAS CONDICIONES, MOTOR 2.4 DIESEL, TRACCION AWD, DIRECCION HIDRAULICA, FRENOS ABS, 8 AIRBAG, CAJA AUTOMATICA, CONTROL DE ESTABILIDADA, AIRE ACONDICIONADO, SUNROOF, TAPIZ DE CUERO, ALZA VIDRIOS Y ESPEJOS ELECTRICOS, CIERRE CENTRALIZADO, ALARMA, PAPELES AL DIA, TRANSFERENCIA INMEDIATA.
OPCION DE PAGO CON TARJETA DE CREDITO.
ÑUÑOA.",,True,,1
TOYOTA,HILUX,,16450000,128000,,Chaitén,10,2019,,,,RRRR52,,,,,1
VOLVO,V90,,35990000,33000,,Las Condes,13,2020,,,,PDVV34,,,,,1
HYUNDAI,I20,,9990000,78000,,Chaitén,10,2022,,,,RRRR48,,,,,1
FORD,ECOSPORT,"1,5 LTS. STATION WAGON 5P. T/A 4X2 OTTO",11290000,65846,1.5,Ñuñoa,13,2021,gasolina,automatico,5,LZYY92,"EN EXCELENTE ESTADO, MOTOR 1.5, DIRECCION HIDRAULICA, FRENOS ABS, AIRBAG, CAJA AUTOMATICA, SHIFT DE CAMBIOS AL VOLANTE, AIRE ACONDICIONADO, SENSOR DE RETROCESO, ALZA VIDRIOS Y ESPEJOS ELECTRICOS, CIERRE CENTRALIZADO, ALARMA, PAPELES AL DIA, TRANSFERENCIA INMEDIATA.
OPCION DE FINANCIAMIENTO CON PIE.
PAGO CON TARJETA DE CREDITO.",,,,1
LAND ROVER,RANGE ROVER VELAR,,34990000,71000,,Chaitén,10,2019,,,,RRRR45,,,,,1
LAND ROVER,DISCOVERY,,32980000,53408,3.0,Las Condes,13,2018,gasolina,automatico,5,KJSG52,"Land Rover Discovery 3.0 S/C HSE Auto 7P 4WD 2018

Información General:
- Tercera dueña
- Mantenciones al día
- 53.408 kms
- 2 llaves originales

Motor y Rendimiento:
- Motor: 3.0 litros V6 Supercargado 
- Potencia: Aproximadamente 340 caballos de fuerza.
- Transmisión: Automática de 8 velocidades con levas en el volante para cambios manuales cuando sea necesario.
- Tracción: Integral permanente 4WD
- Aceleración: 0-100 km/h en alrededor de 7.1 segundos.
- Velocidad máxima: 209 km/h.

Diseño Exterior:
- Faros delanteros: Faros LED adaptativos con tecnología de luces altas automáticas.
- Llantas: Rines de aleación de 20 a 21 pulgadas.
- Techo panorámico.

Interior y Confort:
- Capacidad: 7 plazas en tres filas de asientos de cuero. Los asientos de la segunda y tercera fila son abatibles eléctricamente para ofrecer mayor versatilidad.
- Sistema de climatización: Climatizador automático de tres zonas.
- Pantalla táctil: Pantalla central de 10 pulgadas que incluye navegación GPS, conectivi",,True,,1
CHEVROLET,N300,,34990000,241000,,Chaitén,10,2019,,,,RRRR40,,,,,1
LAND ROVER,RANGE ROVER VELAR,,34990000,71000,2.0,Castro,10,2019,gasolina,automatico,4,XXXC16,Range Rover velar 2019 motor 2.0 bencina tracción 4×4 con 71.000km único dueño,True,,,1
VOLKSWAGEN,SAVEIRO,,8690000,88100,,Cerrillos,13,2021,,,,HVFP92,,,,,1
DODGE,RAM 1500,,24970000,112000,,Vitacura,13,2018,,,,JXDZ22,,,,,1
VOLKSWAGEN,BEETLE,,19900000,15400,,Lo Barnechea,13,2020,,,,PFZX88,"Excelente oportunidad, único dueño mantenciones al día, ningún detalle, 
Vende : @virtualautomotriz",True,True,True,1
CHEVROLET,SILVERADO,,32000000,52000,,Puerto Varas,10,2022,,,,RPGD88,"SILVERADO DCAB 4x4, 5.3 AT, LINEA DE ESCAPE AMERICANA MARCA BORLA S-TYPE, SUSPENCÍON BILSTEIN, FILTRO DE ALTO FLUJO SV, PISO CALCE PERFECTO, TAPA CUBRE PICK UP, NEUMATICOS BFGOODRICH ALL TERRAIN T/A CON 30 KM DE USO, CON SISTEMA ONSTAR",True,True,,1
FORD,F-150,,19990000,158000,,Chaitén,10,2016,,,,RRRR31,,,,,1
HYUNDAI,TUCSON,,10990000,150000,2.0,Castro,10,2016,gasolina,automatico,4,XXXC15," Hyundai Tucson año 2016 diesel 4×4 versión 2.0 automático, en muy buen estado, con 150.000km,",,,,1
DFSK,500,,9490000,31500,,Cerrillos,13,2023,,,,SWHC90,,,,,1
HYUNDAI,TUCSON,NX4 2.0 MPI 6AT 2WD E6,7990000,85000,2.0,Las Condes,13,2014,gasolina,automatico,5,GBJJ77,,True,True,,1
PEUGEOT,2008,,9500000,133000,,Chaitén,10,2018,,,,RRRR24,,,,,1
CHEVROLET,N400,,16990000,45000,,Chaitén,10,2018,,,,RRRR02,,,,,1
SUZUKI,CELERIO,1.0 MT,6490000,96000,1.0,Castro,10,2021,gasolina,mecanico,3,XXXC14,"uzuki Celerio 2021 motor 1.0 bencina, excelente estado, con aire acondicionado",,,,1
PORSCHE,MACAN,,37490000,60000,,Las Condes,13,2018,,,,KPDR16,,,,,1
MITSUBISHI,L-200,,13690000,71012,,Puerto Montt,10,2020,,,,PGLY77,"MITSUBISHI L200 KATANA CRM 4X4- AÑO:2020
✅Diésel
✅71.012 km
✅Caja de cambios sexta
✅Aire acondicionado
✅Único Dueño
✅Full equipo
✅Excelentes Condiciones
💰Financiamiento
✅Pie Mínimo desde: $5.500.000.-
✅Valor vehículos: $13.690.000

Llamar o WhatsApp ©️
📲 +56 9 4414 5044 Orlando.
📲 +569 4997 4067 Catalina.
📲 +56 9 28604342 Felipe.",,,,1
TOYOTA,HILUX,,10490000,217510,,Puerto Montt,10,2012,,,,DVPW77,"TOYOTA HILUX 4X4- AÑO:2012
✅Diésel
✅217.510 km
✅Caja de cambios sexta
✅Aire acondicionado
✅Único Dueño
✅Full equipo
✅Excelentes Condiciones

✅Valor vehículos: $10.490.000

Llamar o WhatsApp ©️
📲 +56 9 4414 5044 Orlando.
📲 +569 4997 4067 Catalina.
📲 +56 9 28604342 Felipe.

Requisitos para creditos:
🚫No tener Dicom
💸Renta mayor a $650.000
📌Edad minima de 24 años para postular.
📌Antiguedad laboral minima de 1 año.

🏣Visítanos
📍Av. Ejército 36 Puerto Montt.",,,,1
SSANGYONG,NEW REXTON,,15550000,119000,,Macul,13,2018,,,,RAAR03,"Station Wagon
Año 2018
Diesel
Mecánica
Cámara retroceso
sensor retroceso
Radio con Pantalla
3 Corridas Asiento
Mantenciones al día
119.xxx KMS
Full equipo",,,,1
AUDI,A3,"1,2 LTS. TFSI HATCHBACK 5P",750000,145000,1.2,Rancagua,6,2012,gasolina,automatico,3,XXXC01,"VEHICULO EN EXCELENTE ESTADO, 1.2 TURBO, CAJA SPORT AUTOMATICO, BT, MODELO FULL EQUIPO, AIRE ACONDICIONADO, CONTROL AL VOLANTE, 1.4 BENCINERO ECONOMICO.",,,,1
HYUNDAI,ACCENT,,10490000,23100,,Cerrillos,13,2022,,,,RZCY62,,,,,1
MG,3,,8400000,22000,,Chaitén,10,2022,,,,RRRR23,,,,,1
MAZDA,BT-50,,15000000,169000,,Puerto Varas,10,2016,,,,HPKC93,,,,,1
NISSAN,NAVARA,(D23) DC 2.3 HO AT 4X4,37990000,11000,2.3,Concepción,8,2024,diesel,automatico,4,TFZL37,"CAMIONETA CON IVA, CONTACTAME +569-57656704, MI NOMBRE ES LUIS ARAVENA",True,,,1
CHERY,PRO TIGGO 2,,11790000,30100,,Cerrillos,13,2023,,,,SJSJ65,,,,,1
TOYOTA,RAV4,,14900000,1,,Macul,13,2020,,,,RAAR20,,,,,1
MITSUBISHI,NEW,,14990000,176000,,Chaitén,10,2017,,,,RRRR15,,,,,1
CHEVROLET,MONTANA,,5990000,135000,,Rancagua,6,2011,,,,DFWR23,,,,,1
CHANGAN,ALSVIN,,6790000,49500,,Cerrillos,13,2021,,,,LXXT18,,,,,1
GEELY,AZKARRA,,13890000,18300,,Cerrillos,13,2023,,,,SJWS72,,,,,1
SUZUKI,DZIRE,,8800000,45000,,Chaitén,10,2022,,,,RRRR09,,,,,1
HYUNDAI,GRAND I10,,6490000,36000,,Las Condes,13,2014,,,,GKSS19,,,,,1
PEUGEOT,RIFTER,,15990000,64000,,Chaitén,10,2022,,,,RRRR04,,,,,1
CHEVROLET,D-MAX,,10490000,176000,,Osorno,10,2017,,,,JJTG76,,,,,1
MAZDA,BT-50,,15800000,142000,,Chaitén,10,2016,,,,RRRR00,,,,,1
TOYOTA,HILUX,,10300000,199000,,Ovalle,4,2015,,,,HCVK30,,,,,1
CHEVROLET,CRUZE,"2,0D LTS. DOHC HATCHBACK 5P. T/M MOTOR DIÉSEL",5780000,150000,2.0,Concón,5,2013,diesel,mecanico,5,FXLC93,"Te lo entregamos garantizado, consulta!
Impecable estado general, todo su equipamiento funcionando al 100%, sin partes, sin multas, sin prenda.
Compra al:
- Contado.
- Financiamiento.
- Tarjeta de crédito.
- Auto en parte de pago.",,True,,1
MAZDA,CX-5,,13990000,97000,,Los Ángeles,8,2016,,,,HPLT86,,,,,1
FIAT,500X,,12890000,57500,,La Florida,13,2019,,,,LHRJ77,"Excelente estado, versión 4x4, transmisión automática de 9 velocidades, versión con maximo equipo, 170 hp, asientos de cuero, doble techo eléctrico, climatizador, velocidad crucero adaptativo, sensor de punto ciego.",True,,,1
MAZDA,CX-3,2.0 MT 2WD,13500000,70000,,Ñuñoa,13,2019,gasolina,mecanico,5,KZCB84,"Mazda CX-3 color blanco cerámico, con motor 2.0 skyactive transmisión manual.
Año 2019, 70.000 km.
Cuenta con sistema de auto hold y i-stop. Patente grabada en todos los vidrios, vidrios traseros tintados de fábrica. Revisión técnica al día. 
Todas las mantenciones en la marca, dueño único. ",True,True,True,1
VOLVO,S60,"T4 1,6 LTS. DOHC SEDÁN 4P. T/A MOTOR OTTO",7800000,184500,,Puerto Varas,10,2013,diesel,automatico,5,FVPK57,,,True,,1
PEUGEOT,TEPEE,,11590000,92000,,Vitacura,13,2018,,,,KBSL33,"La PEUGEOT TEPEE 1.6 OUTDOOR ALLURE MEC. cuenta con motor 1.6 litros, transmisión manual, aire acondicionado, sistema de audio con pantalla táctil, conectividad Bluetooth, USB y AUX, control de crucero, vidrios eléctricos, cierre centralizado, volante multifuncional, asientos de tela, airbags frontales y laterales, frenos ABS, control de estabilidad, sensores de estacionamiento traseros, y sistema de anclaje ISOFIX. También incluye techo panorámico y rieles de techo.3 Meses de Garantia. Credito desde 20% de pie. Pago contado. Tarjetas debito, credito",,,,1
SUZUKI,ERTIGA,,10690000,44000,,Lo Barnechea,13,2021,,,,YYYY03,,,,,1
CHEVROLET,GROOVE,1.5L MT6,10990000,57000,1.5,Castro,10,2021,gasolina,mecanico,4,XXXC10,"Chevrolet Groove 2021 con solo 57.000km motor 1.5 con 6 cambios, versión full premier, techo panorámico asientos de cuero!",,,,1
DODGE,DURANGO,,9690000,128000,,Lampa,13,2012,,,,DWWV22,,,,,1
NISSAN,X-TRAIL,,9800000,143000,,Vitacura,13,2015,,,,GXFK97,"La Nissan X-TRAIL 2.5 SENSE CVT AUT. cuenta con un motor de 2.5 litros, transmisión CVT, sistema de infoentretenimiento con pantalla táctil, conectividad Bluetooth y USB, aire acondicionado, asientos de tela, volante multifuncional, control de crucero, sensores de estacionamiento traseros, vidrios eléctricos, espejos eléctricos, llantas de aleación, y múltiples airbags. Además, incluye frenos ABS con EBD y sistema de anclaje ISOFIX para sillas infantiles.3 Meses de Garantia. Credito desde 20% de pie. Pago contado. Tarjetas debito, credito. ",,,,1
